,Variables,Norms
0,W,0.0
1,Z,0.0
2,V,0.0
3,Vtilde,0.0
4,logXiE,117.37809799292747
5,logXiH,445.7568840951111
6,XiE,10.001038425244108
7,XiH,12.732910586504309
8,kappa,2.7816311579154784
9,q,52.56375753433397
10,sigmaK,0.0
11,sigmaZ,0.0
12,sigmaVtilde,0.0
13,muK,15.612761750978791
14,muZ,0.0
15,muVtilde,0.0
16,chi,7.038287400535844
17,sigmaW,1.737245756238309
18,sigmaQ,3.3312947516953124
19,sigmaR,3.3312947516953124
20,deltaE,7.510228418837349
21,deltaH,4.611307370660172
22,PiH,99.04288575156842
23,PiE,20.88150541176869
24,betaE,55.66986800857737
25,betaH,2.8337287607673094
26,muW,9.218824525204512
27,muQ,29.42090605199259
28,r,29.169214819120874
29,dent,0.08206540034296848
30,Fe,56.02125177736656
31,firstCoefsE,9.218824525204512
32,secondCoefsE,0.03625549021405477
33,Fh,128.5163604296813
34,firstCoefsH,10.100387630467633
35,secondCoefsH,0.03625549021405477
36,HJB_E,19.63795134993655
37,HJB_H,104.869926354858
38,kappa_min,0.048615174003932775
